نوع العقار,المدينة,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,المساحة,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي,السعر المربع
فيلا,الرياض, حي اليرموك ,شمالية,5,2,5,0.0,312.0,1,1,1,1,1,1,0,0,1,1,2450000.0,7852.5641025641025
فيلا,الرياض, حي المونسية ,غربية,5,2,5,0.0,300.0,1,1,1,0,1,1,0,0,1,1,2300000.0,7666.666666666667
فيلا,الرياض, الرياض ,جنوبية,0,0,0,0.0,321.0,0,0,0,0,0,0,0,0,0,0,3150000.0,9813.084112149532
فيلا,الرياض, حي القدس ,شمالية,6,3,5,0.0,270.0,1,0,1,0,0,1,0,0,1,0,2800000.0,10370.37037037037
فيلا,الرياض, حي الروضة ,غربية,5,2,5,0.0,355.0,0,0,0,0,0,0,0,0,0,0,2600000.0,7323.943661971831
فيلا,الرياض, حي قرطبة ,شمالية,7,3,5,15.0,350.0,0,1,1,1,1,1,0,0,1,0,3500000.0,10000.0
فيلا,الرياض, حي البيان ,جنوبية شرقية,0,0,0,0.0,750.0,0,0,0,0,0,0,0,0,0,0,3800000.0,5066.666666666667
فيلا,الرياض, حي النهضة ,شمالية,0,0,0,0.0,360.0,0,0,0,0,0,0,0,0,0,0,2150000.0,5972.222222222223
فيلا,الرياض, حي الشرق ,جنوبية,0,0,0,0.0,320.0,0,0,0,0,0,0,0,0,0,0,1600000.0,5000.0
فيلا,الرياض, حي السعادة ,شرقية,7,5,5,21.0,325.0,1,1,1,0,1,1,0,0,1,0,1700000.0,5230.7692307692305
فيلا,الرياض, حي قرطبة ,شمالية,4,2,5,0.0,339.0,1,1,1,0,0,1,0,0,1,0,2450000.0,7227.138643067847
فيلا,الرياض, حي الرمال ,جنوبية شرقية,6,5,5,0.0,555.0,1,1,1,1,1,1,0,0,1,0,3850000.0,6936.936936936937
فيلا,الرياض, حي الحمراء ,شرقية,7,3,5,25.0,618.0,1,1,1,1,1,1,1,0,1,0,4300000.0,6957.928802588996
فيلا,الرياض, حي المونسية ,شمالية,5,2,5,0.0,400.0,1,1,1,1,0,1,0,0,1,0,2850000.0,7125.0
فيلا,الرياض, حي الملك عبدالعزيز ,جنوبية شرقية,4,2,5,0.0,360.0,0,0,1,1,0,1,0,0,0,0,2900000.0,8055.555555555556
فيلا,الرياض, حي الرمال ,جنوبية,0,0,0,0.0,292.0,0,0,0,0,0,0,0,0,0,0,1850000.0,6335.6164383561645
فيلا,الرياض, حي المونسية ,غربية,4,2,5,0.0,300.0,1,1,1,0,1,1,0,0,1,1,2200000.0,7333.333333333333
فيلا,الرياض, حي الروابي ,غربية,0,0,0,0.0,403.0,0,0,0,0,0,0,0,0,0,0,2300000.0,5707.196029776675
فيلا,الرياض, حي الحمراء ,جنوبية,7,3,5,0.0,618.0,1,1,1,1,1,1,0,0,1,1,5700000.0,9223.300970873786
فيلا,الرياض, حي المونسية ,شمالية,4,3,4,0.0,270.0,1,1,1,1,1,1,0,0,1,0,1950000.0,7222.222222222223
فيلا,الرياض, الرياض ,جنوبية,5,3,5,0.0,345.0,0,1,1,0,0,0,0,0,1,0,2500000.0,7246.376811594203
فيلا,الرياض, حي قرطبة ,شمالية,5,2,5,0.0,225.0,1,1,1,0,1,1,0,0,1,0,2350000.0,10444.444444444445
فيلا,الرياض, حي الروضة ,جنوبية,0,0,0,0.0,277.0,0,0,0,0,0,0,0,0,0,0,1600000.0,5776.173285198556
فيلا,الرياض, حي المونسية ,شمالية,4,3,4,0.0,270.0,1,1,1,1,1,1,0,0,1,0,1950000.0,7222.222222222223
فيلا,الرياض, حي قرطبة ,شمالية,5,2,5,0.0,225.0,1,1,1,0,1,1,0,0,1,0,2350000.0,10444.444444444445
فيلا,الرياض, حي النهضة ,شرقية,5,4,5,0.0,360.0,1,1,1,0,0,1,0,0,1,0,2000000.0,5555.555555555556
فيلا,الرياض, حي اشبيلية ,جنوبية,3,3,3,0.0,375.0,0,1,0,1,1,0,0,0,1,0,2200000.0,5866.666666666667
فيلا,الرياض, الرياض ,شرقية,4,4,5,0.0,360.0,1,1,1,1,1,0,0,0,0,0,2000000.0,5555.555555555556
فيلا,الرياض, حي النهضة ,شرقية,5,2,5,0.0,510.0,0,1,1,1,1,0,0,0,1,0,3000000.0,5882.35294117647
فيلا,الرياض, حي السعادة ,شمالية غربية,4,2,5,15.0,250.0,1,1,1,0,1,0,0,0,1,0,1600000.0,6400.0
فيلا,الرياض, حي القادسية ,شرقية,0,0,0,0.0,252.0,0,0,0,0,0,0,0,0,0,0,1590000.0,6309.523809523809
فيلا,الرياض, ,جنوبية,5,2,5,0.0,250.0,0,1,1,0,1,1,0,0,1,0,1470000.0,5880.0
فيلا,الرياض, حي القادسية ,غربية,5,2,5,0.0,275.0,1,1,1,0,0,1,0,0,1,0,1580000.0,5745.454545454545
فيلا,الرياض, حي اشبيلية ,شمالية,0,0,0,0.0,500.0,0,0,0,0,0,0,0,0,0,0,3000000.0,6000.0
فيلا,الرياض, حي قرطبة ,غربية,0,0,0,0.0,288.0,0,0,0,0,0,0,0,0,0,0,3300000.0,11458.333333333334
فيلا,الرياض, حي النهضة ,جنوبية,4,3,4,20.0,375.0,1,1,1,0,0,0,0,0,1,1,2150000.0,5733.333333333333
فيلا,الرياض, حي الندوة ,جنوبية,5,1,4,15.0,375.0,0,1,0,0,0,1,0,0,1,0,1050000.0,2800.0
فيلا,الرياض, حي المونسية ,شرقية,0,0,0,0.0,308.0,0,0,0,0,0,0,0,0,0,0,2650000.0,8603.896103896104
فيلا,الرياض, حي اشبيلية ,جنوبية,5,3,5,5.0,375.0,1,1,1,1,1,1,0,0,1,0,2100000.0,5600.0
فيلا,الرياض, حي المعيزيلة ,شمالية,0,0,0,0.0,270.0,0,0,0,0,0,0,0,0,0,0,1550000.0,5740.740740740741
فيلا,الرياض, حي القادسية ,غربية,5,2,5,0.0,275.0,1,1,1,0,0,1,0,0,1,0,1580000.0,5745.454545454545
فيلا,الرياض, حي القادسية ,شمالية شرقية,5,2,5,15.0,750.0,1,1,1,1,1,1,0,0,1,0,6500000.0,8666.666666666666
فيلا,الرياض, حي الرمال ,جنوبية,0,0,0,0.0,328.0,0,0,0,0,0,0,0,0,0,0,1550000.0,4725.609756097561
فيلا,الرياض, حي المونسية ,شرقية,0,0,0,0.0,308.0,0,0,0,0,0,0,0,0,0,0,2650000.0,8603.896103896104
فيلا,الرياض, حي المونسية ,شمالية,0,0,0,0.0,310.0,0,0,0,0,0,0,0,0,0,0,2350000.0,7580.645161290323
فيلا,الرياض, ,جنوبية,5,2,5,0.0,250.0,0,1,1,0,1,1,0,0,1,0,1470000.0,5880.0
فيلا,الرياض, حي النسيم الشرقي ,جنوبية شرقية,5,3,5,5.0,992.0,1,1,1,1,1,1,0,0,1,0,4500000.0,4536.290322580645
فيلا,الرياض, حي النهضة ,شرقية,5,2,5,25.0,300.0,1,1,1,1,0,1,0,0,1,0,2150000.0,7166.666666666667
فيلا,الرياض, حي النهضة ,شمالية شرقية,5,2,2,25.0,300.0,1,1,1,1,1,0,0,0,1,1,2000000.0,6666.666666666667
فيلا,الرياض, حي السعادة ,شرقية,7,5,5,0.0,1320.0,0,1,1,0,1,1,0,0,1,0,3070000.0,2325.757575757576
فيلا,الرياض, حي النسيم الغربي ,شرقية,7,3,4,0.0,300.0,1,1,1,0,1,1,0,0,1,0,1400000.0,4666.666666666667
فيلا,الرياض, الرياض ,شرقية,4,1,3,0.0,180.0,0,1,0,0,0,0,0,0,1,0,1100000.0,6111.111111111111
فيلا,الرياض, حي الرمال ,شرقية,5,3,5,0.0,375.0,1,1,1,1,1,1,0,0,1,0,2100000.0,5600.0
فيلا,الرياض, حي القادسية ,جنوبية شرقية,1,1,5,0.0,337.0,1,1,1,0,0,0,0,0,1,1,1950000.0,5786.350148367953
فيلا,الرياض, حي المونسية ,غربية,0,0,0,0.0,270.0,0,0,0,0,0,0,0,0,0,0,2700000.0,10000.0
فيلا,الرياض, حي النظيم ,جنوبية,1,0,3,0.0,500.0,0,1,0,0,0,0,0,0,0,0,1550000.0,3100.0
فيلا,الرياض, حي القادسية ,غربية,5,2,5,0.0,265.0,0,1,1,0,1,1,0,0,1,0,1500000.0,5660.377358490566
فيلا,الرياض, حي البيان ,غربية,5,2,5,0.0,420.0,0,1,1,1,1,1,0,0,1,0,2200000.0,5238.0952380952385
فيلا,الرياض, حي السعادة ,شمالية,7,1,5,0.0,375.0,0,1,1,0,1,0,0,0,1,0,1750000.0,4666.666666666667
فيلا,الرياض, حي المونسية ,شمالية,6,1,5,0.0,875.0,0,1,1,0,1,1,0,0,1,0,4800000.0,5485.714285714285
فيلا,الرياض, حي السعادة ,شمالية,7,1,5,0.0,375.0,0,1,1,0,1,0,0,0,1,0,1750000.0,4666.666666666667
فيلا,الرياض, حي المونسية ,غربية,0,0,0,0.0,270.0,0,0,0,0,0,0,0,0,0,0,2700000.0,10000.0
فيلا,الرياض, حي اليرموك ,جنوبية,4,1,4,0.0,250.0,1,1,1,0,1,1,0,0,1,0,1750000.0,7000.0
فيلا,الرياض, حي الرمال ,شمالية,0,0,0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,1850000.0,6166.666666666667
فيلا,الرياض, حي الملك فيصل ,جنوبية شرقية,5,3,5,20.0,729.0,0,1,1,0,1,1,0,0,1,0,4450000.0,6104.252400548697
فيلا,الرياض, حي النهضة ,شرقية,5,2,5,0.0,510.0,0,1,1,1,1,1,0,0,1,0,3000000.0,5882.35294117647
فيلا,الرياض, حي قرطبة ,شمالية,5,2,5,0.0,665.0,0,0,1,1,1,1,0,0,1,0,5400000.0,8120.300751879699
فيلا,الرياض, حي الجنادرية ,غربية,6,3,5,5.0,312.0,1,1,0,0,0,1,0,0,0,0,1450000.0,4647.4358974358975
فيلا,الرياض, حي الجنادرية ,شمالية,0,0,0,0.0,400.0,0,0,0,0,0,0,0,0,0,0,922500.0,2306.25
فيلا,الرياض, حي الجنادرية ,شمالية,4,2,4,0.0,250.0,1,1,1,0,1,1,0,0,1,1,1900000.0,7600.0
فيلا,الرياض, حي الشرق ,شمالية,0,0,0,0.0,363.0,0,0,0,0,0,0,0,0,0,0,1600000.0,4407.713498622589
فيلا,الرياض, حي المونسية ,شرقية,4,1,4,0.0,250.0,1,1,1,1,1,1,0,0,1,1,1800000.0,7200.0
فيلا,الرياض, حي القدس ,شرقية,4,4,5,0.0,450.0,1,1,1,1,1,1,1,0,1,1,4200000.0,9333.333333333334
فيلا,الرياض, الرياض ,غربية,0,0,0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,1250000.0,6250.0
فيلا,الرياض, حي الرمال ,جنوبية,7,3,5,0.0,300.0,1,1,1,0,1,1,0,0,1,0,2000000.0,6666.666666666667
فيلا,الرياض, حي النظيم ,شرقية,4,3,3,25.0,600.0,0,1,1,0,1,1,0,0,1,0,1800000.0,3000.0
فيلا,الرياض, حي المونسية ,غربية,4,2,5,0.0,250.0,1,1,1,0,0,1,1,0,1,1,2380000.0,9520.0
فيلا,الرياض, حي النسيم الغربي ,شرقية,5,2,3,0.0,312.0,0,1,0,0,0,1,0,0,1,0,1070000.0,3429.4871794871797
فيلا,الرياض, الرياض ,شمالية غربية,5,2,4,18.0,354.0,0,1,1,1,1,1,0,0,1,0,1800000.0,5084.745762711865
فيلا,الرياض, الرياض ,غربية,0,0,0,0.0,600.0,0,0,0,0,0,0,0,0,0,0,3000000.0,5000.0
فيلا,الرياض, حي النهضة ,غربية,7,4,5,20.0,375.0,1,1,1,1,1,1,0,0,1,1,2200000.0,5866.666666666667
فيلا,الرياض, حي الحمراء ,غربية,0,0,0,0.0,375.0,0,0,0,0,0,0,0,0,0,0,3500000.0,9333.333333333334
فيلا,الرياض, حي النظيم ,شرقية,4,3,3,25.0,600.0,0,1,1,0,1,1,0,0,1,0,1800000.0,3000.0
فيلا,الرياض, حي اشبيلية ,شمالية,0,0,0,0.0,500.0,0,0,0,0,0,0,0,0,0,0,3000000.0,6000.0
فيلا,الرياض, حي الاندلس ,جنوبية,7,3,5,0.0,375.0,1,0,0,0,0,0,0,0,1,1,3300000.0,8800.0
فيلا,الرياض, حي النسيم الغربي ,غربية,5,2,5,0.0,625.0,0,1,1,1,1,1,0,0,1,0,1200000.0,1920.0
فيلا,الرياض, الرياض ,جنوبية,6,3,5,0.0,250.0,1,1,0,0,1,1,0,0,1,0,1470000.0,5880.0
فيلا,الرياض, الرياض ,شرقية,4,2,4,0.0,390.0,1,1,1,0,1,1,0,0,1,0,1900000.0,4871.794871794872
فيلا,الرياض, حي الروضة ,غربية,7,2,5,0.0,355.0,1,1,1,0,0,1,0,0,1,1,2600000.0,7323.943661971831
فيلا,الرياض, حي الخليج ,شرقية,5,2,5,20.0,325.0,1,1,0,0,1,0,0,0,1,0,2000000.0,6153.846153846154
فيلا,الرياض, حي الملز ,شرقية,7,1,5,0.0,431.0,0,0,0,0,0,0,0,0,0,0,1250000.0,2900.232018561485
فيلا,الرياض, حي القدس ,جنوبية,5,2,5,0.0,500.0,1,0,1,1,0,0,0,0,0,0,2500000.0,5000.0
فيلا,الرياض, حي الرمال ,جنوبية,6,2,5,0.0,250.0,1,1,0,0,1,1,0,0,1,0,1500000.0,6000.0
فيلا,الرياض, حي المونسية ,شرقية,4,3,5,0.0,250.0,1,0,1,0,0,0,0,0,1,0,1850000.0,7400.0
فيلا,الرياض, حي النهضة ,غربية,2,2,3,0.0,375.0,1,1,0,0,0,0,0,0,0,1,2250000.0,6000.0
فيلا,الرياض, حي الملك فيصل ,جنوبية,4,1,4,0.0,250.0,1,1,1,1,1,1,0,0,1,1,1900000.0,7600.0
فيلا,الرياض, حي الشرق ,جنوبية,5,4,5,0.0,32020.0,1,0,1,1,0,1,0,0,1,0,1530000.0,47.78263585259213
فيلا,الرياض, حي النسيم الشرقي ,جنوبية شرقية,5,3,5,0.0,992.0,1,1,1,1,1,1,0,0,1,0,4500000.0,4536.290322580645
فيلا,الرياض, حي المونسية ,جنوبية غربية,5,2,5,0.0,480.0,0,1,0,0,0,0,0,0,0,0,5000000.0,10416.666666666666
فيلا,الرياض, حي المونسية ,شمالية,4,2,5,0.0,312.0,1,1,1,0,1,1,0,0,1,1,2350000.0,7532.051282051282
فيلا,الرياض, شارع ابراهيم القيسي ,جنوبية,5,1,4,0.0,300.0,0,1,1,1,1,0,1,0,1,0,2900000.0,9666.666666666666
فيلا,الرياض, حي المونسية ,غربية,0,0,0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,3000000.0,10000.0
فيلا,الرياض, حي النهضة ,شرقية,5,4,5,0.0,360.0,1,1,1,0,0,1,0,0,1,0,2000000.0,5555.555555555556
فيلا,الرياض, حي النهضة ,شرقية,5,2,5,0.0,510.0,0,1,1,1,1,0,0,0,1,0,3000000.0,5882.35294117647
فيلا,الرياض, حي المونسية ,غربية,4,2,4,0.0,300.0,1,1,1,0,1,1,0,0,1,1,2300000.0,7666.666666666667
فيلا,الرياض, الرياض ,شرقية,4,4,5,0.0,360.0,1,1,1,1,1,0,0,0,0,0,2000000.0,5555.555555555556
فيلا,الرياض, حي المونسية ,شرقية,7,3,5,20.0,308.0,1,1,1,0,1,1,0,0,1,1,2600000.0,8441.558441558442
فيلا,الرياض, حي النهضة ,جنوبية,4,3,4,20.0,375.0,1,1,1,0,0,0,0,0,1,1,2150000.0,5733.333333333333
فيلا,الرياض, حي القادسية ,شمالية شرقية,5,2,5,20.0,750.0,1,1,1,1,1,1,0,0,1,0,6500000.0,8666.666666666666
فيلا,الرياض, حي القادسية ,غربية,5,2,5,0.0,275.0,1,1,1,0,0,1,0,0,1,0,1580000.0,5745.454545454545
فيلا,الرياض, حي القادسية ,شمالية شرقية,5,2,5,15.0,750.0,1,1,1,1,1,1,0,0,1,0,6500000.0,8666.666666666666
فيلا,الرياض, حي المونسية ,شمالية,0,0,0,0.0,310.0,0,0,0,0,0,0,0,0,0,0,2350000.0,7580.645161290323
فيلا,الرياض, حي الملك فيصل ,شمالية,0,0,0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,1950000.0,6500.0
فيلا,الرياض, حي اشبيلية ,جنوبية,5,3,5,0.0,345.0,1,1,1,0,0,0,0,0,1,0,2500000.0,7246.376811594203
فيلا,الرياض, الرياض ,شمالية غربية,6,1,4,0.0,276.0,1,1,1,0,1,1,0,0,1,0,1160000.0,4202.898550724638
فيلا,الرياض, حي السعادة ,شرقية,7,5,5,0.0,1320.0,0,1,1,0,1,1,0,0,1,0,3070000.0,2325.757575757576
فيلا,الرياض, حي الحمراء ,جنوبية,7,4,5,0.0,580.0,1,1,1,1,1,1,1,0,1,1,5400000.0,9310.344827586207
فيلا,الرياض, حي المونسية ,شرقية,0,0,0,0.0,312.0,0,0,0,0,0,0,0,0,0,0,2800000.0,8974.358974358975
فيلا,الرياض, حي المونسية ,جنوبية,5,3,5,0.0,342.0,0,1,0,0,0,0,0,0,0,0,2100000.0,6140.350877192983
فيلا,الرياض, حي اليرموك ,جنوبية,4,2,4,0.0,250.0,1,0,0,0,1,1,0,0,1,0,2000000.0,8000.0
فيلا,الرياض, حي النهضة ,شرقية,5,3,5,5.0,360.0,1,1,1,1,1,1,0,0,1,0,1900000.0,5277.777777777777
فيلا,الرياض, حي المعيزيلة ,شمالية,5,2,5,0.0,270.0,1,1,1,0,1,1,0,0,1,0,1550000.0,5740.740740740741
فيلا,الرياض, حي النسيم الشرقي ,جنوبية شرقية,5,3,5,0.0,992.0,1,1,1,1,1,1,0,0,1,0,4500000.0,4536.290322580645
فيلا,الرياض, حي المونسية ,جنوبية غربية,5,2,5,0.0,480.0,0,1,0,0,0,0,0,0,0,0,5000000.0,10416.666666666666
فيلا,الرياض, حي المونسية ,شمالية,4,2,5,0.0,312.0,1,1,1,0,1,1,0,0,1,1,2350000.0,7532.051282051282
فيلا,الرياض, شارع ابراهيم القيسي ,جنوبية,5,1,4,0.0,300.0,0,1,1,1,1,0,1,0,1,0,2900000.0,9666.666666666666
فيلا,الرياض, حي المونسية ,غربية,0,0,0,0.0,300.0,0,0,0,0,0,0,0,0,0,0,3000000.0,10000.0
فيلا,الرياض, حي المونسية ,غربية,4,2,4,0.0,300.0,1,1,1,0,1,1,0,0,1,1,2300000.0,7666.666666666667
فيلا,الرياض, الرياض ,شمالية غربية,6,1,4,0.0,276.0,1,1,1,0,1,1,0,0,1,0,1160000.0,4202.898550724638
فيلا,الرياض, حي المونسية ,شرقية,7,3,5,20.0,308.0,1,1,1,0,1,1,0,0,1,1,2600000.0,8441.558441558442
فيلا,الرياض, حي الحمراء ,غربية,5,3,5,0.0,300.0,1,1,1,1,0,1,0,0,1,1,2700000.0,9000.0
فيلا,الرياض, حي الحمراء ,جنوبية,7,4,5,0.0,580.0,1,1,1,1,1,1,1,0,1,1,5400000.0,9310.344827586207
فيلا,الرياض, حي القدس ,شمالية,4,2,5,0.0,450.0,1,1,1,1,0,1,0,1,1,0,3000000.0,6666.666666666667
فيلا,الرياض, حي الرمال ,غربية,6,0,5,0.0,280.0,1,0,1,0,0,0,0,0,0,0,1550000.0,5535.714285714285
فيلا,الرياض, حي الرمال ,شمالية,4,5,4,0.0,281.0,1,1,1,1,0,1,0,0,1,0,1500000.0,5338.078291814946
فيلا,الرياض, حي الازدهار ,جنوبية,5,3,5,0.0,350.0,1,1,1,1,0,1,1,1,0,0,3000000.0,8571.42857142857
فيلا,الرياض, حي البيان ,شمالية غربية,0,0,0,0.0,602.0,0,0,0,0,0,0,0,0,0,0,1637000.0,2719.2691029900334
فيلا,الرياض, الرياض ,غربية,5,2,5,0.0,224.0,0,1,1,0,1,1,0,0,1,0,1050000.0,4687.5
فيلا,الرياض, حي قرطبة ,شمالية,0,0,0,0.0,225.0,0,0,0,0,0,0,0,0,0,0,2350000.0,10444.444444444445
فيلا,الرياض, حي المعيزلة ,غربية,5,2,5,0.0,600.0,1,1,0,0,0,0,0,0,1,0,3000000.0,5000.0
فيلا,الرياض, الرياض ,غربية,5,3,5,0.0,300.0,1,1,1,0,1,1,0,0,1,1,2300000.0,7666.666666666667
فيلا,الرياض, حي الجزيرة ,شمالية,5,1,5,20.0,484.0,0,1,1,1,1,1,0,0,0,0,2250000.0,4648.760330578512
فيلا,الرياض, حي القادسية ,شمالية,7,1,5,15.0,420.0,0,1,1,0,0,1,0,0,1,1,2350000.0,5595.238095238095
فيلا,الرياض, حي الرمال ,جنوبية,5,3,5,0.0,387.0,1,1,1,1,1,1,0,0,1,0,1900000.0,4909.5607235142115
فيلا,الرياض, حي الرمال ,شمالية شرقية,6,2,5,0.0,404.0,1,0,0,1,1,1,0,1,1,1,2100000.0,5198.019801980198
فيلا,الرياض, حي الاندلس ,شمالية,6,4,5,12.0,750.0,1,1,1,1,1,1,0,0,1,0,3300000.0,4400.0
فيلا,الرياض, الرياض ,شرقية,3,0,5,10.0,484.0,0,1,0,0,0,0,0,0,0,0,1670000.0,3450.413223140496
فيلا,الرياض, حي المعيزلة ,شمالية,0,0,0,0.0,270.0,0,0,0,0,0,0,0,0,0,0,1550000.0,5740.740740740741
فيلا,الرياض, حي المونسية ,جنوبية,5,2,5,15.0,250.0,1,1,1,0,1,1,0,0,1,0,1750000.0,7000.0
فيلا,الرياض, حي الرمال ,جنوبية شرقية,0,0,0,0.0,297.0,0,0,0,0,0,0,0,0,0,0,1950000.0,6565.656565656565
فيلا,الرياض, حي المونسية ,جنوبية,7,3,5,0.0,250.0,1,1,1,1,1,1,0,0,1,0,1400000.0,5600.0
فيلا,الرياض, الرياض ,شمالية,4,1,4,40.0,236.0,1,1,0,0,1,1,0,0,0,0,1070000.0,4533.8983050847455
فيلا,الرياض, حي النهضة ,غربية,5,1,4,0.0,417.0,0,1,0,1,1,1,0,0,1,0,2500000.0,5995.2038369304555
فيلا,الرياض, حي الرمال ,شمالية,7,1,5,15.0,250.0,1,1,0,0,1,1,0,0,1,0,1280000.0,5120.0
فيلا,الرياض, حي النسيم الغربي ,جنوبية,5,2,5,12.0,250.0,1,1,0,0,1,1,0,0,1,0,1250000.0,5000.0
فيلا,الرياض, الرياض ,غربية,0,0,0,0.0,600.0,0,0,0,0,0,0,0,0,0,0,3000000.0,5000.0
فيلا,الرياض, حي الرمال ,شمالية,4,1,4,0.0,230.0,1,0,1,0,0,1,0,0,1,0,1300000.0,5652.173913043478
فيلا,الرياض, الرياض ,شمالية,5,3,5,5.0,312.0,1,1,1,0,0,1,0,0,1,1,2300000.0,7371.794871794872
فيلا,الرياض, الرياض ,شمالية غربية,5,2,4,18.0,354.0,0,1,1,1,1,1,0,0,1,0,1800000.0,5084.745762711865
فيلا,الرياض, حي الاندلس ,جنوبية غربية,5,2,5,15.0,570.0,1,1,1,1,1,1,0,0,1,0,2200000.0,3859.6491228070176
فيلا,الرياض, حي البيان ,شرقية,0,0,0,0.0,276.0,0,0,0,0,0,0,0,0,0,0,1500000.0,5434.782608695652
فيلا,الرياض, حي الرمال ,شرقية,5,4,5,0.0,430.0,0,1,0,0,1,1,0,0,1,0,2870000.0,6674.418604651163
فيلا,الرياض, حي النهضة ,غربية,7,4,5,20.0,375.0,1,1,1,1,1,1,0,0,1,1,2200000.0,5866.666666666667
فيلا,الرياض, حي المنار ,شمالية,7,2,5,20.0,250.0,1,1,1,1,0,1,0,0,1,0,1500000.0,6000.0
فيلا,الرياض, حي المنار ,شمالية,3,0,3,0.0,600.0,1,0,0,0,0,0,0,0,0,0,2750000.0,4583.333333333333
فيلا,الرياض, حي الجنادرية ,جنوبية,7,0,5,0.0,200.0,0,1,0,0,0,0,0,0,1,1,1100000.0,5500.0
فيلا,الرياض, حي الرمال ,جنوبية,5,2,5,0.0,250.0,1,1,1,0,1,1,0,0,1,0,1300000.0,5200.0
فيلا,الرياض, الرياض ,شرقية,4,2,4,0.0,390.0,1,1,1,0,1,1,0,0,1,0,1900000.0,4871.794871794872
فيلا,الرياض, حي الريان ,جنوبية,5,2,5,15.0,390.0,1,0,1,0,1,1,0,0,1,0,3000000.0,7692.307692307692
فيلا,الرياض, حي الجنادرية ,شمالية,5,2,5,15.0,270.0,1,1,1,0,0,1,0,0,1,0,1000000.0,3703.703703703704
فيلا,الرياض, الرياض ,جنوبية غربية,5,1,4,0.0,264.0,1,0,1,0,1,1,0,0,1,1,2150000.0,8143.939393939394
فيلا,الرياض, حي الحمراء ,غربية,0,0,0,0.0,375.0,0,0,0,0,0,0,0,0,0,0,3500000.0,9333.333333333334
فيلا,الرياض, حي الصفا ,غربية,7,4,5,0.0,750.0,0,1,0,0,0,1,0,0,0,0,2700000.0,3600.0
فيلا,الرياض, حي الاندلس ,جنوبية,7,3,5,0.0,375.0,1,0,0,0,0,0,0,0,1,1,3300000.0,8800.0
فيلا,الرياض, حي الريان ,جنوبية,5,2,5,15.0,390.0,1,0,1,0,1,1,0,0,1,0,3000000.0,7692.307692307692
فيلا,الرياض, حي اليرموك ,شمالية,6,2,5,15.0,312.0,1,1,1,0,1,1,0,0,1,0,2500000.0,8012.820512820513
فيلا,الرياض, الرياض ,جنوبية,5,3,5,0.0,630.0,1,1,1,1,1,1,1,0,1,0,4300000.0,6825.396825396825
فيلا,الرياض, حي الصفا ,غربية,7,4,5,0.0,750.0,0,1,0,0,0,1,0,0,0,0,2700000.0,3600.0
فيلا,الرياض, حي الجنادرية ,غربية,7,4,5,20.0,360.0,1,1,0,0,1,1,0,0,1,1,1600000.0,4444.444444444444
فيلا,الرياض, حي الخليج ,شرقية,5,2,5,20.0,325.0,1,1,0,0,1,0,0,0,1,0,2000000.0,6153.846153846154
فيلا,الرياض, حي الريان ,شرقية,7,4,5,15.0,625.0,1,1,1,1,1,1,0,0,1,0,3200000.0,5120.0
فيلا,الرياض, حي القدس ,جنوبية,5,2,5,0.0,500.0,1,0,1,1,0,0,0,0,0,0,2500000.0,5000.0
فيلا,الرياض, حي السلام ,شرقية,5,1,5,0.0,250.0,1,0,1,0,0,1,0,0,0,0,2200000.0,8800.0
فيلا,الرياض, الرياض ,شمالية,4,1,4,0.0,600.0,1,0,0,0,0,0,0,0,0,0,2750000.0,4583.333333333333
فيلا,الرياض, حي الملك فيصل ,جنوبية,4,1,4,0.0,250.0,1,1,1,1,1,1,0,0,1,1,1900000.0,7600.0
فيلا,الرياض, حي الرمال ,شمالية,4,2,4,25.0,205.0,0,1,0,0,0,1,0,0,1,0,1250000.0,6097.5609756097565
فيلا,الرياض, حي الرمال ,جنوبية,7,2,5,0.0,662.0,1,1,1,0,1,0,0,0,1,0,3000000.0,4531.722054380664
فيلا,الرياض, حي النهضة ,غربية,2,2,3,0.0,375.0,1,1,0,0,0,0,0,0,0,1,2250000.0,6000.0
فيلا,الرياض, حي الروضة ,غربية,7,2,5,0.0,355.0,1,1,1,0,0,1,0,0,1,1,2600000.0,7323.943661971831
فيلا,الرياض, حي الرمال ,شمالية,0,0,0,0.0,651.0,0,0,0,0,0,0,0,0,0,0,5000000.0,7680.491551459293
فيلا,الرياض, حي الرمال ,شمالية,7,3,5,20.0,950.0,1,1,1,0,1,1,0,0,1,1,4400000.0,4631.578947368421
فيلا,الرياض, حي المونسية ,شمالية,7,3,5,20.0,362.0,0,1,0,1,1,1,0,0,1,0,2350000.0,6491.712707182321
فيلا,الرياض, حي النهضة ,غربية,5,3,5,15.0,275.0,1,1,1,0,0,1,0,0,1,0,1800000.0,6545.454545454545
فيلا,الرياض, حي النظيم ,جنوبية,3,1,4,15.0,375.0,0,1,0,0,1,0,0,0,1,0,1050000.0,2800.0
فيلا,الرياض, حي الرمال ,جنوبية,7,3,5,0.0,319.0,1,1,1,0,1,1,0,0,1,0,2100000.0,6583.0721003134795
